section,variable,documented_unit,documented_meaning,documented_access,semantic,fsgap_classification,fsgap_field_or_gap,audit_note,source
"Radio Interface Unit (RIU)","L:A22X Aural 40","Bool","Whether the radio-altitude ""40"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 35","Bool","Whether the radio-altitude ""35"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 30","Bool","Whether the radio-altitude ""30"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 20","Bool","Whether the radio-altitude ""20"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 10","Bool","Whether the radio-altitude ""10"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural 5","Bool","Whether the radio-altitude ""5"" callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Above 100","Bool","Whether the ""above 100"" TAWS aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Above 50","Bool","Whether the ""above 50"" TAWS aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Sink Rate","Bool","Whether the TAWS ""sink rate"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Pull Up","Bool","Whether the TAWS ""pull up"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Terrain Terrain","Bool","Whether the TAWS ""terrain, terrain"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Dont Sink","Bool","Whether the TAWS ""don't sink"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Too Low Terrain","Bool","Whether the TAWS ""too low, terrain"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Too Low Gear","Bool","Whether the TAWS ""too low, gear"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Too Low Flap","Bool","Whether the TAWS ""too low, flaps"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Glideslope","Bool","Whether the TAWS glideslope deviation aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Bank Angle","Bool","Whether the TAWS ""bank angle"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Caution Terrain","Bool","Reserved output for a TAWS caution-terrain aural (currently never set — see commented-out code)","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Windshear","Bool","Whether the ""windshear"" aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Stall","Bool","Whether the stall warning aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Cockpit Door","Bool","Whether the cockpit-door emergency-access aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Emergency Descent","Bool","Whether the emergency-descent aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural AP Disengage","Bool","Whether the autopilot-disengage aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Flare","Bool","Whether the steep-approach ""flare"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Standby","Bool","Whether the steep-approach ""standby"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Dual Input","Bool","Whether the ""dual input"" (both sidesticks active) aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Overspeed","Bool","Whether the overspeed warning aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Speed x3","Bool","Whether the repeated (""x3"") minimum-airspeed aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Overspeed Pre Alert","Bool","Whether the overspeed pre-alert aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Speed","Bool","Whether the minimum-airspeed pre-alert aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Left Engine Fire","Bool","Whether the left engine fire aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Right Engine Fire","Bool","Whether the right engine fire aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural APU Fire","Bool","Whether the APU fire aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Cargo Fire","Bool","Whether the cargo-bay fire aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Smoke","Bool","Whether the smoke-warning aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Gear Bay Overheat","Bool","Whether the landing-gear-bay overheat aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Cabin Pressure","Bool","Whether the cabin differential-pressure aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Cabin Altitude","Bool","Whether the cabin-altitude warning aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Warning","Bool","Whether a generic master-warning attention-getter aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Approach Degraded","Bool","Whether the ""ILS approach mode degraded"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Not A Runway","Bool","Whether the ""not a runway"" surface-management aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Short Runway","Bool","Whether the ""short runway"" surface-management aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Quadruple Tone x3","Bool","Whether the repeated quadruple-tone datalink aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Double Tone x3","Bool","Whether the repeated double-tone datalink aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Double Tone","Bool","Whether the double-tone datalink aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Altitude","Bool","Whether the altitude-departure aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Vertical Track","Bool","Whether the ""vertical track"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Altitude Capture","Bool","Whether the altitude-capture aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Caution","Bool","Whether a generic master-caution attention-getter aural is currently playing","READ","EVENT","DEFER","GAP G-A2 CockpitEvent (aural)","Aural currently playing: a transient. Not fire detection (section 31).","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Config Trim","Bool","Whether the takeoff-config ""trim"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Config Sidestick","Bool","Whether the takeoff-config ""sidestick"" aural is currently playing","READ","ANIMATION_ONLY","NOT_RELEVANT","","Documented as animation/model-driven. Never a control surface or an actual position.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Config Flaps","Bool","Whether the takeoff-config ""flaps"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Config Spoilers","Bool","Whether the takeoff-config ""spoilers"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Config Brakes","Bool","Whether the takeoff-config ""brakes"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Config Autopilot","Bool","Whether the takeoff-config ""autopilot"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Config Autothrottle","Bool","Whether the takeoff-config ""autothrottle"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Config Thrust Lever","Bool","Whether the takeoff-config ""thrust lever"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural AT Disengage Auto","Bool","Whether the automatic autothrottle-disengage aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural AT Disengage Manual","Bool","Whether the manual autothrottle-disengage aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Gear","Bool","Whether the landing-gear configuration aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Runway Disagree","Bool","Whether the ""runway disagree"" surface-management aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Emergency Evac","Bool","Whether the emergency-evacuation aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Priority Left","Bool","Whether the ""priority left"" sidestick-priority aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Priority Right","Bool","Whether the ""priority right"" sidestick-priority aural is currently playing","READ","EVENT","APPLICATION_SPECIFIC","GAP G-A2 CockpitEvent (aural)","Flight-safety aural; a scoring application could use it. No FSGAP contract.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural V1","Bool","Whether the ""V1"" takeoff callout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Trim Timeout","Bool","Whether the trim-timeout aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Selcal","Bool","Whether the SELCAL chime aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Thrust Lever","Bool","Whether the ""thrust lever not at idle"" aural is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Warning Test 1","Bool","Whether aural warning self-test tone 1 is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Radio Interface Unit (RIU)","L:A22X Aural Warning Test 2","Bool","Whether aural warning self-test tone 2 is currently playing","READ","EVENT","NOT_RELEVANT","","Callout, tone, test or procedural aural. Not telemetry.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
"Simulation / World Environment","L:A22X Flight Stage","Enum","Reads the current/previous flight stage (Hangar/Taxi/Apron/Runway/Climb/Cruise/Approach/Final) used to drive initial-state and phase-dependent logic","READ","ACTUAL_SYSTEM_STATE","DIAGNOSTIC_ONLY","","Aircraft-internal flight stage used for initial state. Useful to cross-check, never a source of truth for an application.","docs.synapticsim.com/pilots/simvars (github.com/synapticsim/docs @4abccfd, 2026-09-25)"
